SATUS, Variable ST - I/O Status byte
LSTX, Which key down; 255=none
SFST, Shift key: 1 if depressed
CRFAC, Correction factor for clock - 2B
PRINTK, (BASIC token constant)
STKEY, Copy of keyboard PIA @ e812: STOP and RVS flags
SVXT, Timing constant for tape
VERCK, Load=0, Verify=1
NDX, Number of characters in keyboard buffer
RVS, Screen reverse flag
C3P0, IEEE output; 255=character pending
INDX, (End-of-line-for-input pointer)
SCRATK,(BASIC token constant)
SNSW, x
ERRTM, (error msg offset constant)
LSXP, Cursor row
TABTK, (BASIC token constant)
LSTP, Cursor column
TOTK, (BASIC token constant)
BSOUR, (IEEE output buffer)
FNTK, (BASIC token constant)
SFDX, Key image
SPCTK, (BASIC token constant)
BLNSW, (0=flash cursor)
THENTK, (BASIC token constant)
BLNCT, Blink counter for cursor flash
NOTTK, (BASIC token constant)
GDBLN, Character under cursor
STEPTK, (BASIC token constant)
BLNON, Cursor in blink phase
PLUSTK, (BASIC token constant)
MINUTK, (BASIC token constant)
SYNO, EOT received from tape
CRSW, (Input from screen/from keyboard)
XSAV, X save
LDTND, How many open files
DFLTN, Default input device, normally 0
DFLTO, Default output device, normally 3
ERRLS, (error msg offset constant)
GREATK, (BASIC token constant)
PRTY, Tape character parity
DPSW, (Byte received flag)
EQULTK, (BASIC token constant)
LESSTK, (BASIC token constant)
WSW, (Logical Address temporary save)
ONEFUN, (constant)
SAVX, Place to save X
T1, (Tape buffer character; Monitor command)
RCNT, (Temporary counter - File name pointer)
T2, Temporary 2
TMPC, x
T3, Temporary 3
TMPC2, x
PCNTR, Serial bit count
PTCH, x
FIRT, (Cycle counter)
CNTDN, Tape writer countdown
BUFPT, Tape buffer pointers, #1 and #2 - Lo/Hi
SHCNL, (Write leader count; read pass1/2)
RER, (Read error flag - Write new byte)
ERRBD, (error msg offset constant)
REZ, (Read bit seq error - Write start bit)
BUFSZ, x
PTR1, Error log pointers - pass 1
PTR2, Error log pointers - pass 2
RDFLG, 0=Scan/1-15=Count/$40=Load/$80=End
SHCNH, Write leader length; read checksum
PNT, Pointer to screen line address - Lo
POINT, Pointer to screen line address - Hi
PNTR, Column of cursor on screen line
TRMPOS, Column of cursor on screen line
LASNUM, Number of last function that takes one arg (const)
SAL, Start address Lo - pointer: tape, scroll
ERRST, (error msg offset constant)
SAH, Start address Hi - pointer: tape, scroll
EAL, End address Lo  End of current program
EAH, End address Hi  End of current program
CMP0, (Tape timing constants - 2 bytes)
GOTK, (BASIC token constant)
TEMP, x
QTSW, (0=direct cursor, else programmed)
SNSW1, (Tape read timer 1 enabled)
DIFF, (EOT received from tape)
PRP, (Read character error)
XID, (4.0 DOS parser constant)
FNLEN, File name length
XD1, (4.0 DOS parser constant)
LA, Current file logical address
XD2, (4.0 DOS parser constant)
SA, Current file secondary addrs
FA, First address - current file device number
LNMX, Right-hand window or line margin
TBUF, Pointer: Start of tape buffer - Lo/Hi
TBLX, Active cursor line
data, Last key/checksum/misc.
FNADR, File name address pointer - Lo/Hi
ERRCN, (error msg offset constant)
INSRT, Number of INSERTs outstanding
OCHAR, Write shift word/read character in
FSBLK, x
WRAP, x
MYCH, Serial word buffer
LDTB1, Top/bottom of window - 2 bytes - 80 column.
XREC, (4.0 DOS parser constant)
XWRT, (4.0 DOS parser constant)
ERRUF, (error msg offset constant)
XFN1, (4.0 DOS parser constant)
XFN2, (4.0 DOS parser constant)
CAS1, Cassette #1 status
CAS2, Cassette #2 status
STAL, Start tape address - Lo
TMP0, Indirect 1 - Lo/Hi
STAH, Start tape address - Hi
FNADR2, (DOS pointer, misc. - 2 bytes)
TMP2, Indirect 2 - Lo/Hi
LOFBUF, + index = start of "fout" $ for "strd" & ti$
PI, (pi char val constant)
BAD, Processor stack (STR$ work area, Monitor work area)
FBUFFR, "fout" buffer holds ASCII $ for output
STKEND, Stack end for BASIC
BUF, Input buffer - 81 bytes
BUFOFS, (input buffer offset constant)
PCH, PC - Hi
PCL, PC - Lo
FLGS, Flags - 6502 ST register
ACC, Acc
XR, X reg.
YR, Y reg.
SP, SP
INVH, User IRQ - Hi
INVL, User IRQ - Lo
SAVNAM, x
ZZZ1, x
LAT, File logical adress table - 10 bytes
FAT, File first address table - 10 bytes
SAT, File secondary address table - 10 bytes
KEYD, Keyboard input buffer - 10 bytes
TAPE1, Tape#1 input buffer - 192 bytes
FNLEN2, DOS character pointer
POS, x
TAPE2, Tape#2 input buffer - 192 bytes
DRIVE1, DOS drive 1 flag
DRIVE2, DOS drive 2 flag
DIDCHK, x
LRECL, (DOS length/write flag)
parchk, DOS parameter check - syntax flags
DISKID, DOS disk ID - 2 bytes
count, DOS command string count
TBUF2, DOS file name buffer - 10 bytes
TBUFF, DOS commend string buffer - 46? bytes
USRCMD, Monitor extension vector - Lo/Hi
BOB, IEEE timeout defeat
RAMLOC, Available RAM for BASIC text - through $7fff
OFFSET, Screen RAM - through $83ff 40-col. / $87ff 80 col.
ROMLOC, First ROM location
STMDSP, Start of instruction dispatch table
FUNDSP, Start of function dispatch table
USRLOC, USR instruction's jump address within function
OPTAB, Start of math operators dispatch table
NEGTAB, Unitary negate dispatch .by 7d
NOTTAB, Not operator dispatch - .by 5a
PTDORL, Comparison dispatch - .by 64
RESLST, Start of reserved word list (Shift flags end of keyword)
ERRTAB, Start of BASIC error message storage
ERR, Message - error
INTXT, Message - in
REDDY, Message - ready.
BRKTXT, Message - break
FNDFOR, Peeks at the stack for an active "for" loop
FFLOOP, (Top of "for" peek loop)
CMPFOR, (Compare stack to for/next variable pointer)
ADDFRS, (No match, check further)
FFRTS, (End of "for" keep)
BLTU, Opens up a space in BASIC for a new line
BLTUC, (Entry from d502-2.0)
BLT1, +
BLTLP, +
MOREN1, +
DECBLT, +
GETSTK, Test if stack too deep - abort if is
REASON, Checks for available memory space
TRYMOR, +
REASAV, +
REASTO, +
REARTS, (End of mem check)
OMERR, Preset for "Out of memory" and...
ERROR, Error handler - message index in X and...
ERRCRD, (Do "crlf" and...)
GETERR, (Read error message from table and...)
TYPERR, Restore data pointer & Print "error" and...
ERRFIN, (Print string - address in A & Y and...)
READY, Warm start of BASIC - NMI vector in 2.0 and 4.0
MAIN, Main BASIC loop - analyzes input lines
MAIN1, Lines that start with a no. handled here
QDECT1, +
MLOOP, +
NODEL, (Adjust pointers for cold start)
NODELC, +
STOLOP, (Top of minor loop)
FINI, Cleans up BASIC system - CLR
LNKPRG, Relinks BASIC instructions in text area
CHEAD, +
CZLOOP, (Count til find zero)
LNKRTS, (End of link)
INLIN, Receive line into input buffer - max. len 79+RETURN
INLINC, (get a character from the keyboard)
FININ1, +
CRUNCH, Looks up keywords in an input line
KLOOP, +
CMPSPC, (a SPACE?)
KLOOP1, (a "0"?)
MUSTCR, +
RESER, +
RESCON, +
GETBPT, +
STUFFH, +
COLIS, +
NODATT, +
STR1, +
STRNG, +
NTHIS, +
NTHIS1, +
NTHIS2, +
CRDONE, +
FNDLIN, Search for address if line whose# is in "linnum"
FNDLNC, (Entry from b84b)
FNDLO1, +
AFFRTS, +
FLINRT, (line # not found)
FLNRTS, (line # found)
SCRATH, NEW instruction - clears all pointers
SCRTCH, (Entry from d445)
RUNC, (adjust pointers for cold stat of BASIC)
CLEAR, CLR instruction - (clears variable pointers)
CLEARC, (Entry from b80d)
FLOAD, (Restore data pointer)
STKINI, (Entry from b3ed)
STKRTS, +
STXTPT, "txtptr"="txttab"-1
LIST, LIST instruction
GOLST, (Convert char. $ to # in 11-12)
LSTEND, +
TSTDUN, (done?)
TYPLIN, (Print the integer in A,X)
PRIT4, +
PLOOP, (Print character in A)
PLOOP1, +
GRODY, (Jump to "ready")
QPLOP, +
RESRCH, +
RESCR1, +
RESCR2, +
PRIT3, +
PRIT3B, +
FOR, FOR instruction
NOTOL, +
LDFONE, (Continue to build FOR vectors)
ONEON, (Extract a FAC sign)
NEWSTT, Read & execute next statement
DIRCON, +
DIRCN1, +
GONE, Dispatches next byte "chrget" returns
GONE3, Dispatches A if <>0 else loop to "newstt"
GONE2, (Entry from b8e7)
GONE4, +
GLET, (Jump to perform LET)
MORSTS, (A ":"?)
SNERR1, (Jump to print "syntax error")
GO, Handle GO token - find a TO
RESTOR, RESTORE statement
RESFIN, (Entry from bce2)
ISCRTS, (End of RESTORE)
STOP, STOP instruction if carry set - else...
BSTOP, O.S. Substitute: "stop" is also a label at $f343
END, END instruction
STOPC, (<>00?)
STPEND, (Entry from bbf2)
DIRIS, +
ENDCON, (Entry from b766)
GORDY, Jump to "ready"
CONT, CONT instruction
CONTRT, (End of CONT)
RUN, RUN instruction
GOSUB, GOSUB instruction
RUNC2, (Entry from b810)
GOTO, GOTO instruction
LUK4IT, +
LUKALL, +
GORTS, (End of GOTO)
RETURN, RETURN instruction
USERR, Print "undefined instruction error"
SNERR2, Jump to "syntax error"
RETU1, +
DATA, (DATA instruction)
ADDON, (Add Y to scan pointer)
REMRTS, (End of DATA)
DATAN, Scan for next ":"
REMN, Scan for next end-of-line - "txtptr" offset in Y
EXCHQT, +
REMER, +
IF, IF instruction
OKGOTO, (Allow GOTO after IF)
REM, REM instruction
DOCOND, +
DOCO, (Jump to do instruction)
ONGOTO, ON instruction
SNERR3, (Must include GOTO or GOSUB - else "syntax error")
ONGLOP, +
ONGLP1, (Get next char. & convert $ to #)
ONGRTS, (End of ON)
LINGET, Get integer from BASIC & put in "linnum"
MORLIN, (Entry from b92d)
NXTLGC, (Get next char. from input buffer)
LET, LET instruction
QINTGR, (Entry from bc8a)
COPFLT, ("fac" to FOR pointer)
COPSTR, +
INPCOM, (Entry from bc7f)
TIMELP, +
NOML6, +
TIMEST, +
TIMNUM, +
FCERR2, Jump to "illegal quantity error"
GOTNUM, +
GETSPT, Copy strings if needed
DSKX1, +
DSKX2, +
QVARIA, +
DNTCPY, (Don't copy)
COPY, (Do copy)
COPYC, (Entry from b9f3)
COPY00, +
COPY01, +
COPY02, +
STRADJ, Point to string for a copy
ADJ, +
LBA74, x
ADJ00, +
ADJ01, +
PRINTN, PRINT# instruction
CMD, CMD instruction
SAVEIT, +
STRDON, +
NEWCHR, (Get current character from buffer)
PRINT, PRINT instruction
PRINTC, (Entry from bb15)
FININL, (Entry from b4f8)
CRDO, Print RETURN character
CRFIN, (Entry from bb34)
PRTRTS, +
COMPRT, (Process "," char to correct column)
MORCO1, +
TABER, TAB & SPC handler
ASPAC, +
XSPAC, +
XSPAC2, +
NOTABR, +
XSPAC1, (Jump to print CURSOR-RIGHT)
STROUT, Output string address in Y and A - end with 00
STRPRT, Print string pointed to by "index"
STRPR2, (Entry from bb32)
OUTSPC, Output a SPACE
CRTSKP, Output a CURSOR-RIGHT
OUTQST, Output a "?"
OUTDO, Output character in A
OUTRTS, (Force ST register bits)
TRMNOK, Handles bad input data
GETDTL, +
STCURL, (Store current line #)
SNERR4, Jump to "syntax error"
TRMNO1, +
DOAGIN, (Print "redo from start" and...)
GET, GET instruction
GETTTY, +
INPUTN, INPUT# instruction
IODONE, Restore input to keyboard
IORELE, +
INPUT, INPUT instruction
NOTQTI, +
GETAGN, (To prompt & receives INPUT)
BUFFUL, +
PTHRTI, +
QINLIN, Prompts for & recieves INPUT
GINLIN, +
READ, READ instruction
INPCON, +
INPCO1, (Entry from bb9c - with A=40 for GET)
INLOOP, (Entry from bcb1)
QDATA, +
GETNTH, (To prompt & input)
DATBK, +
DATBK1, (Entry from bcd7)
SETQUT, +
RESETC, +
NOWGET, +
NOWGE1, +
NUMINS, +
STRDN2, (Entry from bc82)
TRMOK, +
DATLOP, +
NOWLIN, +
VAREND, +
VARY0, Print "extra ignored" if @ kbd. & find a seperator
INPRTS, End of READ
EXIGNT, Message "extra ignored"
TRYAGN, Message "?redo from start"
NEXT, NEXT instruction
GETFOR, (Entry from bd81)
STXFOR, +
ERRGO5, (To "next without for error")
HAVFOR, +
NEWSGO, +
LOOPDN, Check data format - (check type mismatch)
FRMNUM, Jump to "frmevl"
CHKNUM, Check that current type is numeric
CHKSTR, Check that current type is string - cks. "valtyp"
CHKVAL, +
CHKOK, +
DOCSTR, +
CHKERR, Print "type mismatch error"
ERRGO4, +
FRMEVL, Formula evaluator - evaluates all formulas
FRMEV1, +
LPOPER, (Entry from be27)
TSTOP, +
LOPREL, +
ENDREL, +
QPREC, +
DOPREC, +
NEGPRC, +
FINREL, +
FINRE2, +
QPREC1, +
DOPRE1, +
SNERR5, +
PUSHF1, +
PUSHF, +
FORPSH, +
QOP, +
QOPGO, +
QCHNUM, +
UNPSTK, +
PULSTK, Restore "arg" from stack (pushed evaluation)
QOPRTS, +
UNPRTS, +
EVAL, Evaluates numeric formulas
EVAL0, +
EVAL1, +
EVAL2, +
PIVAL, Binary value of pi
QDOT, +
STRTXT, Immediate strings handler
STRTX2, +
EVAL3, +
NOTOP, Eval - not
EVAL4, +
PARCHK, Evaluate functions within parentheses (frmeul)
CHKCLS, Check for right  parenthesis - )
CHKOPN, Check for left parenthesis - (
CHKCOM, Check for a comma - ,
SYNCHR, Compare "txtptr" against A, if <> then...
SNERR, Print "syntax error" & exit
DOMIN, Set up function for future evaluation
GONPRC, +
CKSUMB, Checksum byte for the $b000 rom
LBF0D, x
PABBO, Patches
PATCHG, +
PCTH0, +
PCTH1, +
PATCHH, +
PATCHI, +
ISVAR, Set up a variable name search
ZZ6, +
ISVRET, +
ISVDS, ds$ test and handler
STRRTS, +
GOOO, +
GOOOOO, +
CHKDS, Check for DS variable
GETTIM, Assign time to TI
QSTATV, +
QDSAV, +
GOMOVF, +
ISFUN, Dispatch and eval if it's a function (Set up function references)
OKNORM, + [iknorm is typo?]
FINGO, Place function dispatch address in "jumper" & go
OROP, OR instruction
ANDOP, AND instruction
DOREL, "<" instruction
STRCMP, +
STASGN, +
NXTCMP, +
QCOMP, +
GETCMP, +
DOCMP, +
GOFLOT, +
DIM3, Re-entry for multi-dim array
DIM, DIM instruction
PTRGET, Searches for a BASIC variable
PTRGT1, +
PTRGT2, +
INTERR, Jump to "Syntax error"
PTRGT3, +
ISSEC, +
EATEM, +
NOSEC, +
NOTSTR, +
TURNON, +
STRNAM, +
STXFND, (Find a BASIC variable)
LOPFND, +
LOPFN, +
NXTPTR, Move search to next table entry
NOTIT, +
ISLETC, (Test A, set flags)
ISLRTS, +
NOTFNS, Did not find variable - create a new one
LDZR, +
NOTEVL, (Test for TI)
GOBADV, (Jump to "syntax error")
QSTAVR, Test for ST
QDSVAR, Test for DS
VAROK, Good usable variable
NOTEVE, +
ARYVA2, +
ARYVA3, +
ARYVGO, Search the arrays
ARYGET, Move thru the array tables
GOGO, +
GOGO1, +
DVARTS, +
ARYDON, +
FINPTR, Logs basic variable location [Bump address by 2]
FINNOW, +
FMAPTR, Array pointer subroutine(Set up array pointer)
JSRGM, +
N32768, Floating point binary value -32768 (top of screen)
INTIDX, Evaluate formula - results is positive integer
POSINT, Convert floating binary to positive integer
AYINT, Convert floating binary to integer
NONONO, Branch to "illegal quantity error"
QINTGO, Jmp "qint"
ISARY, Locates and/or creates arrays (to C4A7 4.0)
INDLOP, +
LOPFDA, +
LOPFDV, +
NMARY1, +
BSERR, Print "bad subscript error"
FCERR, Print "illegal quantity error"
ERRGO3, (Jump to error message)
GOTARY, x
NOTFDD, + (nptfdp is typo)
NOTFLT, +
STOMLT, +
LOPPTA, +
NOTDIM, +
GREASE, (Check available memory space)
ZERITA, +
DECCUR, +
GETDEF, +
INLPNM, +
BSERR7, Jump to "bad subscript error"
OMERR1, Jump to "out of memory error"
INLPN2, +
INLPN1, +
ADDIND, +
NOTFL1, +
STOML1, +
DIMRTS, +
UMULT, Integer arithmetic routines for multi-dim arrays
UMULTD, +
UMULTC, +
UMLCNT, +
UMLRTS, +
FRE, FRE instruction
NOFREF, (Do garbage collection)
GIVAYF, Converts integer to floating binary
SNGFLT, +
ERRDIR, Is instruction type indirect only?
ERRGUF, Print "illegal direct"
DEF, DEF instruction; also evaluates FN
GETFNM, (check FN syntax)
FNDOER, Evaluates FN
DEFSTF, +
DEFFIN, +
STRD, STR$ instruction
TIMSTR, Make a string out of info at $01ff
STRINI, Make a string at address in "facmo pointer"
STRSPA, +
STRLIT, Scans at sets up string elements
STRLT2, +
STRGET, +
STRFIN, +
STRFI1, +
STRFI2, +
STRST2, +
STRCP, +
PUTNEW, Check string temps - place data in temps
ERRGO2, -1=Print "formula to complex error"
PUTNW1, +
GETSPA, Builds string vectors
TRYAG2, +
TRYAG3, +
TRYAG4, +
STRFRE, +
GETRTS, +
GARBAG, +
GARBA2, Does 'garbage collection' - packs strings
GLOOP, +
COL00, +
COL00B, +
COL00A, +
COL01, +
COL02, +
GLOP1, +
COL02B, +
COL02A, +
GRBEND, Jmp "endgrb"
COL03, +
ENDGRB, Moves "frespc" to "fretop"
SKIP2, +
SKIP2A, +
MOVPNT, +
MOV00, +
MOVTOP, +
MOV01, +
SETINX, +
SET00, +
CAT, Concatenate two strings: "fac" and "txtptr"
SIZEOK, +
MOVINS, (Store string)
MOVSTR, +
MOVDO, +
MOVLP, +
MVDONE, +
MVSTRT, +
FRESTR, (Discard unwanted string)
FREFAC, +
FRETMP, Frees up temporary string pointers
RES00, +
FRE01, +
FREPLA, +
FRE02, +
FRETMS, (Clean descriptor stack)
FRERTS, +
CHRD, CHR$ instruction
LEFTD, LEFT$ instruction
RLEFT, +
RLEFT1, +
RLEFT2, +
RLEFT3, +
PULMOR, +
RIGHTD, RIGHT$ instruction
MIDD, MID$ instruction
MID2, +
PREAM, Used by right - (pull string data)
LEN, LEN instruction
LEN1, (Switch string to numeric)
ASC, ASC instruction
GOFUC, Jump to "illegal quantity error"
GTBYTC, Does a "chrget" and "getbyt"
GETBYT, Egaulate the formula and...
CONINT, (Get a single byte value and return it in X)
VAL, VAL instruction
VAL2, +
ST2TXT, +
VALRTS, +
GETNUM, Evaluate formula and return integer value (0-65535) (Get two parameters for POKE or WAIT)
COMBYT, +
GETADR, Convert "fac" to integer - place in "poker"
PEEK, PEEK instruction
GETCON, +
DOSGFL, +
POKE, POKE instruction
FNWAIT, WAIT instruction
STORDO, +
WAITER, +
ZERRTS, +
FADDH, Add 1/2 to fpb value in fac
FSUB, Move memory to "arg" and...
FSUBT, "-" instruction: fac=fac-arg
FADD5, +
FADD, Move  memory to "arg" and...
FADDT, "+" instruction: fac=fac+arg
FADDC, +
FADDA, +
FADD1, +
FADD4, +
SUBIT, +
FADFLT, +
NORMAL, Normalize "fac" - results of addition & subtraction
NORM3, +
ZEROFC, "fac"=0
ZEROF1, +
ZEROML, Make sign positive
FADD2, +
NORM2, +
NORM1, +
SQUEEZ, +
RNDSHF, +
RNDRTS, +
NEGFAC, Complement "fac" entirely
NEGFCH, Complement just the number in "fac"
INCFAC, Increment "fac"
INCFRT, +
OVERR, Print "overflow error"
MULSHF, Shifer routines - (multiply a byte)
SHFTR2, +
SHIFTR, +
SHFTR3, +
SHFTR4, +
ROLSHF, +
SHFTRT, +
FONE, Floating-point-binary constant: 1
LOGCN2, Floating-point-binary constant: 2.34518945e-38
SQR05, Floating binary value: 1/sqr(2)
SQR20, Floating binary value: sqr(2)
NEGHLF, Floating binary value: 1/2
LOG2, Floating binary value: ln(2)
LOG, LOG instruction
